,RoomCount,Floor,Size(m2),Age,District,Price(TL)
5588,4,2.0,140.0,13.0,Keçiören,3523500
5589,3,1.0,115.0,20.0,Keçiören,3525000
5590,5,11.0,180.0,0.0,Keçiören,7350000
5591,4,5.0,130.0,7.5,Keçiören,2925000
5592,4,0.0,120.0,4.0,Keçiören,2385000
5593,4,1.0,130.0,4.0,Keçiören,2848500
5594,3,1.0,110.0,20.0,Keçiören,3855000
5596,4,-1.0,130.0,7.5,Keçiören,2475000
5597,5,5.0,250.0,0.0,Keçiören,8025000
5598,3,1.0,125.0,7.5,Keçiören,2173500
5599,4,6.0,135.0,7.5,Keçiören,3748500
5600,4,-1.0,135.0,13.0,Keçiören,2473500
5601,4,3.0,110.0,13.0,Keçiören,2925000
5602,5,8.0,175.0,18.0,Keçiören,9000000
5603,4,3.0,120.0,20.0,Keçiören,2925000
5604,5,1.0,145.0,18.0,Keçiören,4425000
5605,4,3.0,135.0,7.5,Keçiören,3735000
5606,8,6.0,300.0,4.0,Keçiören,4425000
5607,4,1.0,130.0,18.0,Keçiören,3592500
5608,5,0.0,120.0,18.0,Keçiören,2625000
5609,4,2.0,140.0,20.0,Keçiören,3270000
5610,3,-2.0,120.0,13.0,Keçiören,1948500
5611,4,2.0,125.0,18.0,Keçiören,2397000
5613,4,2.0,120.0,18.0,Keçiören,4650000
5616,5,2.0,145.0,7.5,Keçiören,3450000
5617,4,1.0,120.0,7.5,Keçiören,2970000
5618,4,2.0,145.0,20.0,Keçiören,4875000
5619,3,0.0,110.0,7.5,Keçiören,2550000
5620,5,1.0,175.0,7.5,Keçiören,4125000
5621,5,3.0,170.0,0.0,Keçiören,5025000
5622,4,-1.0,115.0,20.0,Keçiören,1723500
5623,4,3.0,150.0,0.0,Keçiören,3898500
5625,4,1.0,140.0,20.0,Keçiören,3525000
5626,3,1.0,105.0,3.0,Keçiören,2385000
5627,4,3.0,130.0,20.0,Keçiören,3870000
5628,4,3.0,125.0,7.5,Keçiören,2532000
5629,4,2.0,120.0,20.0,Keçiören,2692500
5630,4,0.0,125.0,7.5,Keçiören,2578500
5631,4,2.0,130.0,7.5,Keçiören,2820000
5632,4,0.0,105.0,13.0,Keçiören,2175000
5633,2,-2.0,60.0,7.5,Keçiören,1312500
5634,4,1.0,130.0,13.0,Keçiören,2872500
5635,4,1.0,130.0,13.0,Keçiören,3112500
5636,4,-1.0,140.0,1.0,Keçiören,2316000
5637,4,-2.0,140.0,7.5,Keçiören,2608500
5638,4,3.0,130.0,2.0,Keçiören,4110000
5639,4,1.0,130.0,4.0,Keçiören,3898500
5640,4,-1.0,125.0,18.0,Keçiören,1987500
5641,4,5.0,145.0,4.0,Keçiören,3675000
5642,4,2.0,180.0,7.5,Keçiören,5625000
5643,4,1.0,140.0,20.0,Keçiören,3075000
5644,3,3.0,90.0,13.0,Keçiören,2655000
5645,3,-2.0,100.0,13.0,Keçiören,1948500
5647,7,4.0,300.0,0.0,Keçiören,5685000
5648,3,1.0,110.0,7.5,Keçiören,1948500
5649,3,-1.0,115.0,7.5,Keçiören,2173500
5650,4,1.0,140.0,0.0,Keçiören,4575000
5651,5,1.0,190.0,0.0,Keçiören,4875000
5652,4,4.0,110.0,18.0,Keçiören,3285000
5653,4,4.0,135.0,4.0,Keçiören,3732000
5654,5,3.0,160.0,0.0,Keçiören,5250000
5655,4,1.0,145.0,7.5,Keçiören,4948500
5656,4,2.0,125.0,20.0,Keçiören,3975000
5657,4,3.0,125.0,20.0,Keçiören,3000000
5658,5,-1.0,175.0,7.5,Keçiören,2542500
5659,4,-1.0,140.0,7.5,Keçiören,2535000
5660,4,3.0,145.0,0.0,Keçiören,4117500
5661,3,3.0,110.0,13.0,Keçiören,2242500
5662,4,1.0,140.0,0.0,Keçiören,3525000
5663,6,14.0,275.0,0.0,Keçiören,9975000
5664,5,1.0,170.0,13.0,Keçiören,6283500
5665,3,5.0,110.0,13.0,Keçiören,2743500
5666,4,1.0,130.0,13.0,Keçiören,3435000
5667,4,4.0,140.0,7.5,Keçiören,3337500
5668,4,1.0,125.0,7.5,Keçiören,2623500
5669,4,1.0,146.0,3.0,Keçiören,2608500
5670,4,3.0,135.0,7.5,Keçiören,3825000
5671,5,1.0,180.0,4.0,Keçiören,2908500
5672,4,1.0,145.0,20.0,Keçiören,3373500
5673,4,1.0,150.0,4.0,Keçiören,2923500
5674,4,1.0,145.0,13.0,Keçiören,2353500
5675,4,-1.0,155.0,13.0,Keçiören,2467500
5676,4,2.0,125.0,20.0,Keçiören,5175000
5678,4,2.0,125.0,20.0,Keçiören,3750000
5679,5,2.0,160.0,1.0,Keçiören,3967500
5680,4,2.0,145.0,4.0,Keçiören,3450000
5681,4,1.0,145.0,4.0,Keçiören,3637500
5682,4,0.0,115.0,18.0,Keçiören,2458500
5683,4,1.0,140.0,7.5,Keçiören,3283500
5684,5,3.0,150.0,13.0,Keçiören,3750000
5685,4,2.0,125.0,18.0,Keçiören,3825000
5686,4,1.0,130.0,7.5,Keçiören,5625000
5687,3,1.0,115.0,20.0,Keçiören,2925000
5688,5,13.0,170.0,2.0,Keçiören,7875000
5689,4,1.0,145.0,0.0,Keçiören,3975000
5690,4,-3.0,125.0,20.0,Keçiören,2032500
5691,4,-1.0,125.0,1.0,Keçiören,2323500
5692,4,1.0,130.0,13.0,Keçiören,3973500
5693,4,3.0,125.0,20.0,Keçiören,3750000
5694,3,-2.0,100.0,13.0,Keçiören,2025000
5695,4,-1.0,110.0,20.0,Keçiören,2175000
5696,5,8.0,200.0,0.0,Keçiören,6600000
5697,5,13.0,250.0,3.0,Keçiören,7950000
5698,4,-1.0,135.0,7.5,Keçiören,2683500
5699,3,1.0,100.0,20.0,Keçiören,2038500
5701,4,4.0,145.0,4.0,Keçiören,5700000
5702,4,-1.0,125.0,13.0,Keçiören,2023500
5703,4,1.0,120.0,20.0,Keçiören,2242500
5704,7,3.0,300.0,13.0,Keçiören,5850000
5705,4,2.0,130.0,13.0,Keçiören,3247500
5706,4,4.0,140.0,13.0,Kızılcahamam,2325000
5707,4,3.0,130.0,4.0,Mamak,2625000
5708,4,9.0,200.0,4.0,Mamak,3375000
5709,4,4.0,130.0,7.5,Mamak,2670000
5710,4,1.0,130.0,7.5,Mamak,3412500
5711,4,3.0,135.0,0.0,Mamak,4050000
5713,4,2.0,135.0,0.0,Mamak,4050000
5714,3,-1.0,100.0,7.5,Mamak,2175000
5715,4,-1.0,120.0,18.0,Mamak,1980000
5717,4,1.0,120.0,0.0,Mamak,3600000
5718,4,1.0,125.0,0.0,Mamak,3600000
5719,3,0.0,100.0,0.0,Mamak,3150000
5721,4,-1.0,136.0,0.0,Mamak,3150000
5722,4,1.0,135.0,0.0,Mamak,3112500
5723,4,6.0,145.0,4.0,Mamak,4275000
5724,3,0.0,110.0,3.0,Mamak,2400000
5725,4,11.0,145.0,0.0,Mamak,3885000
5726,4,4.0,155.0,7.5,Mamak,4950000
5727,4,-1.0,130.0,13.0,Mamak,2400000
5728,4,1.0,135.0,0.0,Mamak,2925000
5729,3,-1.0,100.0,13.0,Mamak,1395000
5730,4,-1.0,145.0,0.0,Mamak,2775000
5731,4,8.0,158.0,7.5,Mamak,4573500
5732,4,1.0,115.0,4.0,Mamak,2625000
5733,4,1.0,95.0,7.5,Mamak,1650000
5734,5,5.0,170.0,7.5,Mamak,3300000
5735,4,3.0,125.0,7.5,Mamak,2623500
5736,5,4.0,145.0,0.0,Mamak,2917500
5737,3,-1.0,75.0,13.0,Mamak,1222500
5738,3,-2.0,85.0,18.0,Mamak,1425000
5739,8,5.0,270.0,3.0,Mamak,4800000
5740,4,1.0,155.0,7.5,Mamak,5235000
5741,5,3.0,190.0,13.0,Mamak,3225000
5742,4,-1.0,135.0,0.0,Mamak,2535000
5744,3,-1.0,105.0,4.0,Mamak,1725000
5745,4,1.0,120.0,1.0,Mamak,1800000
5746,3,2.0,115.0,0.0,Mamak,2362500
5747,5,2.0,140.0,0.0,Mamak,3900000
5748,4,2.0,140.0,1.0,Mamak,3562500
5749,4,1.0,115.0,7.5,Mamak,3900000
5750,4,2.0,130.0,3.0,Mamak,2850000
5751,6,2.0,140.0,0.0,Mamak,4650000
5752,5,3.0,200.0,7.5,Mamak,4200000
5753,3,0.0,95.0,20.0,Mamak,1725000
5754,4,2.0,130.0,7.5,Mamak,2925000
5755,4,1.0,135.0,7.5,Mamak,2338500
5756,4,-2.0,127.0,3.0,Mamak,3097500
5757,4,-2.0,117.0,2.0,Mamak,3075000
5758,4,10.0,127.0,2.0,Mamak,3855000
5759,4,2.0,135.0,7.5,Mamak,2160000
5760,4,3.0,130.0,18.0,Mamak,2743500
5761,7,3.0,250.0,7.5,Mamak,7320000
5762,7,3.0,250.0,7.5,Mamak,3825000
5763,3,-2.0,120.0,13.0,Mamak,1887000
5764,4,1.0,130.0,4.0,Mamak,2812500
5765,4,1.0,135.0,13.0,Mamak,3000000
5766,4,2.0,135.0,13.0,Mamak,2698500
5767,4,3.0,140.0,18.0,Mamak,2475000
5768,4,1.0,125.0,13.0,Mamak,2400000
5769,4,5.0,130.0,18.0,Mamak,3675000
5770,4,2.0,125.0,18.0,Mamak,2362500
5771,4,1.0,140.0,7.5,Mamak,2848500
5772,4,2.0,120.0,13.0,Mamak,2775000
5773,4,1.0,130.0,13.0,Mamak,2040000
5774,4,1.0,115.0,7.5,Mamak,2398500
5775,4,2.0,120.0,18.0,Mamak,2400000
5776,3,1.0,100.0,13.0,Mamak,1942500
5777,4,1.0,170.0,7.5,Mamak,7035000
5778,4,1.0,123.0,18.0,Mamak,2398500
5779,3,-2.0,110.0,7.5,Mamak,1275000
5780,4,16.0,140.0,7.5,Mamak,3727500
5781,7,13.0,400.0,0.0,Mamak,7125000
5782,4,1.0,120.0,7.5,Mamak,2355000
5783,4,3.0,170.0,0.0,Mamak,4575000
5784,5,13.0,300.0,0.0,Mamak,6150000
5785,4,9.0,145.0,4.0,Mamak,4648500
5786,4,12.0,135.0,4.0,Mamak,4725000
5787,4,1.0,140.0,7.5,Mamak,3750000
5788,4,2.0,120.0,20.0,Mamak,2587500
5790,4,3.0,135.0,20.0,Mamak,2580000
5791,4,3.0,120.0,13.0,Mamak,3450000
5792,4,5.0,128.0,7.5,Mamak,2595000
5793,4,3.0,140.0,7.5,Mamak,3028500
5794,4,2.0,135.0,13.0,Mamak,2925000
5795,4,1.0,170.0,0.0,Mamak,6900000
5796,4,2.0,125.0,13.0,Mamak,2512500
5797,4,2.0,120.0,18.0,Mamak,2962500
5798,4,4.0,145.0,0.0,Mamak,4425000
5799,4,-2.0,100.0,18.0,Mamak,1995000
5800,4,3.0,110.0,13.0,Mamak,3150000
5801,3,0.0,85.0,20.0,Mamak,1905000
5802,4,3.0,135.0,0.0,Mamak,3915000
5803,4,1.0,130.0,20.0,Mamak,1725000
5804,4,-1.0,140.0,0.0,Mamak,2805000
5805,4,2.0,120.0,7.5,Mamak,3300000
5806,7,3.0,250.0,18.0,Mamak,5055000
5807,3,2.0,105.0,13.0,Mamak,1327500
5808,3,-1.0,100.0,13.0,Mamak,1875000
5809,4,1.0,125.0,7.5,Mamak,3555000
5810,4,2.0,110.0,18.0,Mamak,3148500
5811,3,-2.0,125.0,7.5,Mamak,2392500
5812,3,1.0,125.0,7.5,Mamak,3975000
5813,4,2.0,120.0,18.0,Mamak,2670000
5815,4,3.0,130.0,13.0,Mamak,2458500
5816,4,1.0,140.0,7.5,Mamak,4125000
5817,4,3.0,160.0,4.0,Mamak,3120000
5818,3,0.0,80.0,13.0,Mamak,1680000
5819,5,3.0,200.0,7.5,Mamak,4275000
5820,4,3.0,145.0,7.5,Mamak,2625000
5821,5,21.0,165.0,0.0,Mamak,8805000
5822,3,-1.0,100.0,4.0,Mamak,1740000
5823,4,3.0,145.0,7.5,Mamak,2743500
5824,5,12.0,200.0,4.0,Mamak,4087500
5825,4,3.0,120.0,13.0,Mamak,3750000
5826,4,5.0,145.0,7.5,Mamak,4033500
5827,3,1.0,95.0,18.0,Mamak,1911000
5829,4,6.0,170.0,7.5,Mamak,4425000
5830,4,1.0,115.0,18.0,Mamak,2100000
5831,4,1.0,140.0,7.5,Mamak,3825000
5832,4,2.0,125.0,18.0,Mamak,2248500
5833,4,0.0,100.0,13.0,Mamak,2188500
5834,4,1.0,100.0,13.0,Mamak,1867500
5835,4,2.0,115.0,18.0,Mamak,3375000
5836,4,1.0,110.0,13.0,Mamak,3225000
5837,4,3.0,120.0,20.0,Mamak,2592000
5838,2,1.0,90.0,7.5,Mamak,1125000
5839,4,3.0,110.0,13.0,Mamak,2850000
5840,4,9.0,145.0,7.5,Mamak,4648500
5841,5,4.0,180.0,13.0,Mamak,3900000
5842,4,-1.0,145.0,4.0,Mamak,2547000
5843,4,3.0,130.0,18.0,Mamak,2475000
5844,4,2.0,105.0,20.0,Mamak,2250000
5845,4,3.0,115.0,18.0,Mamak,2700000
5846,4,1.0,105.0,13.0,Mamak,1950000
5847,4,1.0,125.0,7.5,Mamak,3450000
5848,4,2.0,100.0,13.0,Mamak,2250000
5849,5,4.0,180.0,7.5,Mamak,4125000
5850,4,3.0,110.0,18.0,Mamak,2212500
5851,4,0.0,117.0,2.0,Mamak,2625000
5852,5,3.0,230.0,7.5,Mamak,2970000
5853,2,4.0,65.0,13.0,Mamak,1260000
5854,4,14.0,160.0,0.0,Mamak,3898500
5855,4,1.0,135.0,13.0,Mamak,1980000
5856,3,1.0,110.0,7.5,Mamak,1942500
5857,4,3.0,130.0,4.0,Mamak,2670000
5858,4,10.0,165.0,0.0,Mamak,4275000
5859,2,20.0,56.0,0.0,Mamak,3449999
5860,4,3.0,120.0,18.0,Mamak,2068500
5861,5,5.0,260.0,7.5,Mamak,4800000
5862,4,12.0,125.0,7.5,Mamak,3735000
5863,4,1.0,125.0,7.5,Mamak,3037500
5864,2,20.0,55.0,0.0,Mamak,3449999
5865,4,6.0,170.0,2.0,Mamak,5998500
5866,4,0.0,105.0,13.0,Mamak,3900000
5867,4,7.0,150.0,0.0,Mamak,4500000
5868,4,-1.0,130.0,7.5,Mamak,2250000
5869,4,2.0,145.0,7.5,Mamak,2532000
5870,4,-2.0,115.0,7.5,Mamak,2085000
5871,3,0.0,105.0,3.0,Mamak,2175000
5872,4,7.0,145.0,7.5,Mamak,6300000
5873,7,3.0,350.0,7.5,Mamak,4275000
5874,4,1.0,135.0,13.0,Mamak,3450000
5875,3,1.0,115.0,2.0,Mamak,2400000
5876,8,3.0,300.0,13.0,Mamak,4500000
5877,7,3.0,280.0,18.0,Mamak,4125000
5878,4,1.0,120.0,18.0,Mamak,3150000
5879,5,1.0,255.0,0.0,Mamak,8250000
5882,5,3.0,225.0,0.0,Mamak,7275000
5883,3,1.0,60.0,20.0,Mamak,1125000
5884,4,1.0,125.0,7.5,Mamak,2550000
5885,4,1.0,130.0,13.0,Mamak,3000000
5886,2,2.0,55.0,7.5,Mamak,967500
5887,4,2.0,130.0,7.5,Mamak,2767500
5888,4,2.0,120.0,7.5,Mamak,2347500
5889,4,-3.0,116.0,4.0,Mamak,2070000
5890,4,2.0,115.0,18.0,Mamak,3075000
5891,4,2.0,105.0,18.0,Mamak,3000000
5892,3,-1.0,105.0,7.5,Mamak,2098500
5893,5,-1.0,160.0,4.0,Mamak,2475000
5894,4,1.0,90.0,18.0,Mamak,1875000
5895,4,0.0,140.0,7.5,Mamak,3075000
5896,3,-2.0,90.0,7.5,Mamak,2385000
5897,4,5.0,135.0,13.0,Mamak,5400000
5898,4,1.0,125.0,7.5,Mamak,2925000
5899,4,2.0,130.0,0.0,Mamak,3945000
5900,4,3.0,130.0,18.0,Mamak,2625000
5901,4,-1.0,100.0,18.0,Mamak,2325000
5902,4,1.0,140.0,7.5,Mamak,3898500
5903,3,1.0,90.0,18.0,Mamak,2550000
5904,4,3.0,130.0,18.0,Mamak,3150000
5905,4,1.0,90.0,18.0,Mamak,2100000
5906,3,0.0,90.0,13.0,Mamak,1942500
5907,8,8.0,300.0,7.5,Mamak,8250000
5908,4,3.0,120.0,7.5,Mamak,2505000
5909,4,0.0,90.0,13.0,Mamak,1950000
5910,4,-2.0,110.0,7.5,Mamak,1650000
5911,4,1.0,135.0,4.0,Mamak,2428500
5912,4,2.0,150.0,4.0,Mamak,2550000
5913,3,1.0,105.0,7.5,Mamak,1912500
5914,4,2.0,125.0,0.0,Mamak,2812500
5915,5,3.0,200.0,13.0,Mamak,4125000
5916,4,1.0,130.0,0.0,Mamak,2835000
5917,5,4.0,185.0,4.0,Mamak,3583500
5918,4,3.0,145.0,0.0,Mamak,3375000
5919,4,1.0,120.0,7.5,Mamak,2025000
5920,4,11.0,145.0,4.0,Mamak,3900000
5921,4,3.0,140.0,7.5,Mamak,4950000
5922,4,1.0,130.0,13.0,Mamak,3135000
5923,4,0.0,127.0,7.5,Mamak,2685000
5924,3,3.0,105.0,18.0,Mamak,1920000
5925,7,3.0,180.0,18.0,Mamak,3375000
5926,4,1.0,120.0,18.0,Mamak,2850000
5927,3,-3.0,95.0,18.0,Mamak,1875000
5928,3,1.0,85.0,20.0,Mamak,1905000
5929,4,1.0,120.0,20.0,Mamak,2970000
5930,4,3.0,130.0,18.0,Mamak,2325000
5931,2,3.0,55.0,13.0,Mamak,1072500
5932,3,1.0,90.0,7.5,Mamak,1950000
5933,6,4.0,280.0,7.5,Mamak,3900000
5934,4,2.0,110.0,13.0,Mamak,1912500
5935,4,-1.0,100.0,20.0,Mamak,1650000
5936,4,3.0,130.0,7.5,Mamak,4200000
5937,4,4.0,140.0,4.0,Mamak,2743500
5938,4,1.0,135.0,7.5,Mamak,3367500
5939,4,7.0,200.0,7.5,Mamak,3493500
5940,4,1.0,135.0,7.5,Mamak,3373500
5941,3,1.0,110.0,7.5,Mamak,2250000
5942,4,7.0,145.0,7.5,Mamak,4477500
5943,5,11.0,222.0,0.0,Mamak,8250000
5944,4,2.0,150.0,7.5,Mamak,3088500
5945,3,-1.0,90.0,13.0,Mamak,2025000
5946,3,0.0,100.0,13.0,Mamak,2025000
5947,4,3.0,150.0,7.5,Mamak,3900000
5948,4,1.0,150.0,7.5,Mamak,5325000
5949,4,1.0,120.0,7.5,Mamak,3345000
5950,3,-1.0,120.0,4.0,Mamak,2092500
5951,4,0.0,140.0,0.0,Mamak,2760000
5952,2,3.0,65.0,7.5,Mamak,958500
5953,5,-2.0,120.0,13.0,Mamak,2400000
5954,7,3.0,280.0,7.5,Mamak,4498500
5955,6,3.0,200.0,13.0,Mamak,3118500
5956,4,2.0,150.0,7.5,Mamak,3750000
5957,3,1.0,90.0,20.0,Mamak,2242500
5958,3,1.0,100.0,1.0,Mamak,2520000
5959,4,1.0,120.0,7.5,Mamak,2625000
5960,3,5.0,120.0,4.0,Mamak,3148500
5962,3,-2.0,105.0,18.0,Mamak,1453500
5963,3,1.0,88.0,7.5,Mamak,1890000
5964,2,1.0,65.0,7.5,Mamak,997500
5965,3,11.0,85.0,7.5,Mamak,1725000
5966,5,3.0,150.0,0.0,Mamak,3075000
5967,4,2.0,167.0,7.5,Mamak,6900000
5968,5,3.0,200.0,7.5,Mamak,4680000
5969,2,1.0,65.0,7.5,Mamak,967500
5970,5,4.0,200.0,4.0,Mamak,4275000
5971,3,0.0,90.0,7.5,Mamak,1905000
5972,4,2.0,125.0,7.5,Mamak,2962500
5973,3,1.0,110.0,13.0,Mamak,2550000
5974,4,3.0,120.0,7.5,Mamak,3915000
5976,4,2.0,140.0,7.5,Mamak,4050000
5977,4,1.0,125.0,0.0,Mamak,2925000
5979,4,3.0,115.0,18.0,Mamak,2835000
5980,5,4.0,155.0,0.0,Mamak,3825000
5981,4,1.0,100.0,18.0,Mamak,2700000
5982,4,-1.0,130.0,7.5,Mamak,2025000
5983,5,7.0,300.0,4.0,Mamak,4371000
5984,4,1.0,130.0,7.5,Mamak,2295000
5985,4,5.0,148.0,7.5,Mamak,4033500
5986,3,3.0,95.0,18.0,Mamak,3375000
5987,2,0.0,64.0,7.5,Mamak,1131000
5988,4,-1.0,140.0,7.5,Mamak,2287500
5989,4,2.0,220.0,4.0,Mamak,4950000
5990,3,-2.0,100.0,0.0,Mamak,3375000
5991,4,1.0,90.0,20.0,Mamak,1222500
5992,3,4.0,135.0,7.5,Mamak,2700000
5993,4,2.0,120.0,7.5,Mamak,2700000
5994,4,2.0,105.0,20.0,Mamak,2547000
5995,3,-2.0,87.0,18.0,Mamak,1305000
5996,4,4.0,115.0,20.0,Mamak,2505000
5997,4,-2.0,130.0,7.5,Mamak,1648500
5998,4,1.0,115.0,20.0,Mamak,3148500
5999,4,1.0,160.0,7.5,Mamak,2622000
6000,4,3.0,150.0,13.0,Mamak,3375000
6001,4,1.0,145.0,7.5,Mamak,3298500
6002,4,3.0,140.0,4.0,Mamak,3300000
6003,4,9.0,150.0,7.5,Mamak,4798500
6004,4,1.0,155.0,4.0,Mamak,3900000
6005,4,3.0,150.0,7.5,Mamak,2968500
6006,4,1.0,125.0,20.0,Mamak,2662500
6007,3,0.0,95.0,7.5,Mamak,2025000
6008,3,0.0,110.0,0.0,Mamak,1387500
6009,4,2.0,130.0,7.5,Mamak,2775000
6010,4,2.0,180.0,7.5,Mamak,3825000
6011,4,1.0,120.0,0.0,Mamak,2700000
6012,5,3.0,183.0,7.5,Mamak,3562500
6013,5,5.0,157.0,4.0,Mamak,4500000
6014,4,7.0,125.0,7.5,Mamak,3525000
6015,4,1.0,110.0,13.0,Mamak,2167500
6016,3,1.0,100.0,13.0,Mamak,1695000
6017,4,-1.0,110.0,7.5,Mamak,1873500
6018,4,1.0,110.0,0.0,Mamak,1942500
6019,4,2.0,110.0,4.0,Mamak,2212500
6020,4,-2.0,120.0,3.0,Mamak,2062500
6021,3,1.0,90.0,13.0,Mamak,1380000
6022,4,3.0,120.0,7.5,Mamak,2175000
6023,3,-1.0,105.0,7.5,Mamak,1875000
6024,3,0.0,100.0,7.5,Mamak,1650000
6025,4,1.0,110.0,7.5,Mamak,2025000
6026,3,1.0,110.0,7.5,Mamak,1650000
6027,3,1.0,100.0,13.0,Mamak,1605000
6028,4,1.0,120.0,7.5,Mamak,2175000
6029,4,1.0,130.0,7.5,Mamak,2025000
6030,4,2.0,125.0,7.5,Mamak,2625000
6031,4,6.0,150.0,7.5,Mamak,4350000
6032,4,1.0,130.0,13.0,Mamak,2317500
6033,4,3.0,125.0,13.0,Mamak,2625000
6034,4,1.0,180.0,7.5,Mamak,5235000
6035,3,-2.0,90.0,18.0,Mamak,1785000
6036,4,2.0,135.0,7.5,Mamak,2697000
6037,4,3.0,145.0,13.0,Mamak,2983500
6038,4,4.0,135.0,2.0,Mamak,3973500
6039,4,-1.0,125.0,7.5,Mamak,2775000
6040,4,2.0,145.0,7.5,Mamak,3373500
6041,4,-3.0,135.0,7.5,Mamak,2968500
6042,4,1.0,105.0,7.5,Mamak,1800000
6043,4,-2.0,145.0,0.0,Mamak,2835000
6044,4,4.0,155.0,4.0,Mamak,2968500
6045,4,2.0,145.0,7.5,Mamak,3750000
6046,2,1.0,60.0,7.5,Mamak,1042500
6047,4,2.0,140.0,7.5,Mamak,2880000
6048,3,1.0,105.0,7.5,Mamak,2025000
6049,4,4.0,140.0,20.0,Mamak,2790000
6050,4,3.0,140.0,20.0,Mamak,2895000
6051,5,3.0,190.0,7.5,Mamak,6000000
6052,4,1.0,120.0,18.0,Mamak,1875000
6053,4,6.0,155.0,4.0,Mamak,4417500
6054,4,1.0,135.0,4.0,Mamak,2427000
6055,3,-1.0,100.0,18.0,Mamak,2070000
6056,3,-2.0,70.0,20.0,Mamak,1425000
6058,4,3.0,135.0,7.5,Mamak,4200000
6059,4,4.0,145.0,7.5,Mamak,4125000
6060,3,1.0,90.0,18.0,Mamak,2250000
6062,4,1.0,110.0,13.0,Mamak,1485000
6063,3,1.0,110.0,7.5,Mamak,2940000
6064,3,0.0,95.0,20.0,Mamak,1950000
6065,3,-1.0,80.0,18.0,Mamak,1485000
6066,4,3.0,125.0,13.0,Mamak,2730000
6067,4,2.0,135.0,18.0,Mamak,4125000
6068,4,6.0,160.0,0.0,Mamak,3750000
6069,4,1.0,130.0,0.0,Mamak,3825000
6070,5,11.0,225.0,1.0,Mamak,7875000
6071,3,1.0,110.0,7.5,Mamak,3750000
6072,4,3.0,125.0,7.5,Mamak,2625000
6073,3,1.0,100.0,20.0,Mamak,1275000
6074,6,10.0,290.0,4.0,Mamak,5767500
6075,4,2.0,130.0,20.0,Mamak,2400000
6076,4,3.0,120.0,13.0,Mamak,2998500
6077,4,3.0,125.0,7.5,Mamak,2497500
6078,4,1.0,115.0,18.0,Mamak,2442000
6079,2,0.0,60.0,4.0,Mamak,1575000
6080,4,-2.0,120.0,13.0,Mamak,1791000
6081,4,1.0,155.0,7.5,Mamak,2362500
6082,4,2.0,100.0,18.0,Mamak,2370000
6083,4,-1.0,145.0,13.0,Mamak,2083500
6084,3,2.0,85.0,7.5,Mamak,1830000
6085,4,10.0,140.0,7.5,Mamak,5773500
6086,3,0.0,100.0,7.5,Mamak,1491000
6087,4,2.0,125.0,4.0,Mamak,2212500
6088,4,2.0,100.0,20.0,Mamak,2625000
6089,4,7.0,145.0,7.5,Mamak,4275000
6090,4,-1.0,140.0,7.5,Mamak,2698500
6091,4,1.0,145.0,4.0,Mamak,5235000
6092,4,0.0,100.0,13.0,Mamak,1948500
6093,4,1.0,135.0,13.0,Mamak,2473500
6094,4,1.0,130.0,13.0,Mamak,2130000
6095,4,3.0,135.0,13.0,Mamak,3300000
6096,5,3.0,310.0,7.5,Mamak,3300000
6097,4,8.0,130.0,4.0,Mamak,2775000
6098,4,3.0,125.0,7.5,Mamak,2595000
6099,4,3.0,125.0,18.0,Mamak,2775000
6100,4,3.0,130.0,20.0,Mamak,2490000
6101,4,-1.0,110.0,20.0,Mamak,1392000
6102,4,5.0,160.0,4.0,Mamak,4875000
6103,3,-1.0,95.0,7.5,Mamak,1725000
6104,5,1.0,180.0,7.5,Mamak,2760000
6105,4,1.0,125.0,7.5,Mamak,2392500
6106,4,1.0,125.0,7.5,Mamak,3345000
6108,4,3.0,125.0,13.0,Mamak,3112500
6109,3,1.0,95.0,7.5,Mamak,2550000
6110,3,3.0,90.0,7.5,Mamak,1567500
6111,4,1.0,135.0,13.0,Mamak,4050000
6112,3,1.0,110.0,7.5,Mamak,1905000
6113,4,0.0,115.0,18.0,Mamak,2550000
6114,4,1.0,115.0,13.0,Mamak,2475000
6115,4,3.0,130.0,13.0,Mamak,2698500
6116,4,-2.0,140.0,4.0,Mamak,2173500
6117,4,3.0,135.0,7.5,Mamak,2925000
6118,2,0.0,60.0,4.0,Mamak,1867500
6119,3,-1.0,90.0,13.0,Mamak,1942500
6120,4,3.0,135.0,7.5,Mamak,2653500
6121,4,1.0,120.0,0.0,Mamak,2925000
6122,4,1.0,135.0,3.0,Mamak,2338500
6123,4,2.0,125.0,13.0,Mamak,2347500
6124,4,1.0,120.0,13.0,Mamak,3075000
6125,4,-1.0,110.0,13.0,Mamak,1942500
6126,3,-1.0,100.0,7.5,Mamak,1695000
6127,4,-1.0,110.0,18.0,Mamak,1387500
6128,4,1.0,135.0,0.0,Mamak,2550000
6130,5,3.0,172.0,4.0,Mamak,6223500
6131,4,1.0,130.0,7.5,Mamak,2925000
6132,4,2.0,140.0,0.0,Mamak,3562500
6133,4,10.0,145.0,7.5,Mamak,5700000
6134,4,2.0,115.0,7.5,Mamak,2685000
6135,4,1.0,120.0,13.0,Mamak,1927500
6136,3,0.0,105.0,0.0,Mamak,1603500
6137,4,7.0,148.0,4.0,Mamak,3787500
6138,3,-2.0,100.0,18.0,Mamak,1693500
6139,4,3.0,150.0,7.5,Mamak,3120000
6140,4,1.0,140.0,13.0,Mamak,2985000
6141,4,2.0,125.0,18.0,Mamak,2775000
